Kata,Bobot
2tak,0.20168035040924898
2th,1.842321074481309
2thn,1.0665882969497027
2x,17.40314092374287
2x3x,0.1669629698167387
30,5.806137892647639
300,2.635921797750962
304,0.24448763734227766
30an,0.2241763591180399
30mb,0.3829345694270855
30menit,0.4509114430566225
30tahun,0.2241763591180399
30th,1.4291970028610241
31,0.170608518823596
338,0.2869585004831109
34,0.2075297887948307
35,1.6517421725644168
362,0.49470552276178636
36tahun,0.4593521223707134
375,0.3913648468110351
376,0.20631319730681993
37thn,0.3955452255893627
38,0.3259081087858572
3890,0.37931653350830374
39,0.2645348132414181
3blncoba,0.32654020772856374
3bulan,1.2557878124644812
3demenaiga,0.36715941907879285
3didukung,0.1927004736706934
3dw334eewes,0.5773502691896258
3hr,0.36287217825406776
3jangkauan,0.35249814751653674
3jt,0.7632146465424308
3lowongan,0.20168035040924898
3masih,0.3129592465723827
3mb,1.3071574964079808
3mekhaniksupervision,0.16510356680013505
3minggu,0.3358119556264853
3mng,0.5783400037530054
3pendidikan,0.32850266729844685
3pt,0.30150856998723785
3ptjaeil,0.15468641345161527
3sltp,0.08907732886830319
3tahun,0.4159970280485749
3tahunan,0.42113412406119216
3th,0.8275420367291888
3thn,0.8302470154013053
3x,10.17073995441071
40,2.5137436478260793
400,0.47217484712287694
4054,0.1703384869641405
406,0.5067867168027711
40th,0.6142564876051362
40x,0.3084130667310648
41,0.9276197016833794
422,0.2858911482767358
43,1.0
44thn,0.5373938600168967
45,0.7497920120909194
46,0.19932708775204602
4630922,0.3102981788928007
475000,0.23945534640402108
49apply,0.20788276313745313
4b,0.6979128759344988
4bintang,2.4048401970780233
4dlll,0.3129592465723827
4dlu,1.063427516122683
4dulu,1.4947951385228833
4g,1.5518394387014596
4jah,0.5018174939155092
4kalitapi,0.5320309222051877
4komputer,0.08907732886830319
4motto,0.1927004736706934
4r4r,0.45075902269272766
4smu,0.08907732886830319
4star,0.19334516727019968
4tahun,0.4159970280485749
4tak,0.20168035040924898
4th,0.28631818250046426
4u,1.0010623694287624
4x,3.6600757099686194
4x6,0.3794229990012492
50,3.817162212873173
500,3.1931452606328694
50000,0.3756427628848776
500000,0.2084535106699937
500ribu,0.42882548441968993
505,0.3982979232351774
50an,0.2718128155928455
50k,0.4625090017383514
50rb,0.26457072555002215
51,0.3449322667361423
53,0.4623849763154591
54,0.7385901408864247
550,0.15585568418472703
550000,0.15585568418472703
550rbu,0.1760707379297409
56,0.40657124638588416
58,0.4234385176357247
5813,1.4985798801343575
5814,0.4261714511319161
5agar,0.712319408704706
5bintang,2.062690382435892
5bntng,0.38885417129247674
5bukannya,0.20506318005421884
5coba,0.5958904399300243
5foule,0.2692447888452433
5g,0.6398985208177184
5hari,0.4480977304977807
5hr,0.4729822557815134
5jafi,0.5303338338947603
5jobs,0.20586885265676463
5jt,0.1870328874463401
5juta,0.2406382401632866
5karena,0.6646476642409498
5lokasi,0.20168035040924898
5mb,1.8453341711923392
5moga,0.44995269820900796
5septtahun,0.25207069615634425
5star,0.19334516727019968
5tahun,0.45806412983372347
5terimakasih,0.6835948754371576
5thn,0.3513272313492016
5thun,0.8390190966638876
5x,1.5753809208562213
60,1.5099803499380275
600,1.0
600rb,0.30974177980126677
62,0.27890106451396757
66,1.0
668,0.31675417305554454
67,0.44882033100686713
69thnapa,0.8252252746124629
6aplikasinya,0.19581948867705817
6bln,0.2719772300091081
6hr,0.4729822557815134
70,3.5086459390930536
700rb,0.28337014091348467
70thn,0.2560283934562568
738kb,0.353944743569511
750,0.34473434847915396
750rbu,0.21571862340467007
75x,0.34781844865107225
762,0.34245475141111975
777,0.3034043045966575
7776,1.0
7857,0.3034043045966575
7ae039a5,0.5773502691896258
7dhh,0.3835953135665618
7hr,0.35330063273738194
7mb,0.5621271120409198
7nya,0.47369817340455317
7tahun,0.24930556734591752
7terimakasih,0.4648952379512463
7thn,0.2551672508636524
80,5.287591333126029
800900,0.3346547327612343
800rb,0.759189755707535
800rb7500rb,0.3507738849049019
80kb,0.22795024943359804
85,0.806761615860184
850ribualamat,0.2256145052968882
88,0.2724371316178448
8biar,0.4648952379512463
8karakter,0.6936280378635153
8nggr8s,0.6825829866320289
8tahun,0.829672074540351
8th,0.7512068115259193
8x,0.2855969166457499
90,2.0610662087198834
900000,0.15585568418472703
900kb,0.8231349317502317
9090,1.0
910,0.27631150122108905
95,1.5757924102154193
950,0.4003644792335671
98,0.8153587153317116
99,1.5243541373450895
9999999999999,0.4288670621831067
9th,0.4692465373297613
a32,0.49184413812282085
a50s,0.4348742078539953
a7000,0.43960936903905823
aa,1.580085523593612
aaaaaa,0.7071067811865476
aaaaaaaaapa,0.5641980413406134
aaaaamiiiin,0.4311560060100543
aaaammiinn,0.8529076937937946
aaaammmin,0.6523870464087135
aaah,0.4340926830886257
aaamiiiiinn,0.5003404709208884
aaamiiiiinnnnnnn,0.35645026375530325
aaamiiiin,1.3736604777772428
aaamiiiinn,0.8376237245922389
aaamiiin,0.4541709766933067
aaamiiinn,0.4820231872144985
aaamiin,2.955565453920765
aaamiinn,0.7441457178994371
aaammmiinnn,0.616098675461539
aaammmpunn,0.7495476594776481
aada,0.693500435290204
aalamiin,0.5563034160923166
aama,0.38319354747182427
aameeen,0.4578272758877106
aamiien,0.8707187625356765
aamiiin,4.071256998729662
aamiiinnn,0.6000405914851843
aamiij,0.6181723753358632
aamiin,158.96551445147784
aamiinn,4.595451535003114
aamiinnn,1.4922275239475074
aamiinyaa,0.45409828750138503
aamim,0.6414492966336757
aamin,5.017726465328698
aaminn,1.9122187513405486
aamminn,0.5561509707470306
aamminnn,0.5507996277134651
aangat,2.392764933284939
aaplikasi,0.5754818385872515
aapp,0.8891425579384444
aatas,0.48231618028946616
aay,0.7071067811865476
abaal,0.21573264500687753
ababl,0.48139643621296047
abadi,0.3783471421050268
abai,3.2616128183177286
abal,20.328557298025093
abal2,11.048674964542212
abal2jadi,0.47516755965935853
abal2karna,0.4344794047826105
abalabal,4.221982716840131
abalan,0.46650377936471604
abalmohon,0.47206672355792356
abalnya,0.39590776499291824
abang,0.39735545083928114
abanyak,0.7369696797711593
abar,0.5171448962343144
abdate,0.9555192374062255
abdet,0.5981614414868746
abdi,0.6640645313499758
abdul,0.22471561128762632
abdulkhoir,1.0
abdulmaliknsimbumumex,0.6033155064414178
abiiiissssa,0.9059257366618758
abis,21.230804454864764
abisiiin,0.18876498021340818
abiss,0.9059257366618758
abisss,0.8873437252062182
abiz,0.7071067811865476
abizz,0.7418577040795128
abizzzz,0.9059257366618758
abjad,0.44770321003247
abk,0.677161491641052
able,0.6809069793472367
about,2.8866549349128716
above,1.027790234827191
abroad,0.19462189511541053
abs,1.1514029759943765
absah,1.316339106436601
absen,0.172946777704966
absoloud,1.0
abstrak,0.9366725079064062
absurd,0.2721340399605289
abu,0.4084639923129257
abyg,0.46170198203617796
ac,0.9339463166851876
academic,0.323161140421397
acak,1.6170434656106392
acakacakkan,0.5623919929317867
acakn,0.3780355688411752
acara,1.558998315389596
acc,6.18086793083556
accepted,0.5292403484892689
acces,0.5122842747123147
accesnya,0.7355647123029075
access,2.3688828624482454
accessible,0.4706656685552879
accor,0.5145532562541901
according,0.3902705270505775
account,2.042166774763955
accounting,1.2752951441353748
acctg,0.555821947060483
accurate,0.6395549552473729
aceh,1.3408764739908967
acepet,0.6881113046083936
aclgamestop,1.0
acount,0.3124114041152123
across,0.16234268163756663
action,0.2206216845059126
actionnya,0.8473112570261533
actions,0.15529478343000055
activity,0.39693088632637574
actual,2.3731043791786557
actually,0.9089162584252883
acu,1.4565139103035576
acung,0.6031680923760168
acurate,1.0
ad,26.6509061675816
ada,5.203156861789899
ada2,0.3037847957733346
adaa,0.9359115202371286
adaaneh,0.201201594867718
adabingung,0.2578698805162176
adabyg,0.7391596850840986
adain,3.451708222831715
adajuga,0.379199095197374
adakan,1.7599476631385922
adalaha,0.2675759851695751
adamasih,0.8054709832463753
adanyasetelah,0.29747442275214436
adapa,0.8732200580272915
adapdhl,0.34697358868657563
adasaya,0.2327662291198423
adasemoga,0.45409828750138503
adasoalnya,0.4012839769203432
adatdk,0.2483898017508802
adatidak,0.17869914579983892
adatrs,0.27444864865075835
adauninstal,0.3325410224107165
adaversi,0.19581948867705817
adavyg,0.4952211872250369
adayg,0.5924293097101023
add,4.986852381246923
added,0.2480026460824077
adding,0.2434865525492133
addresses,0.11943699121453598
adds,0.2722736881325694
ade,1.942577475026264
adh,0.6066061972828691
adi,0.28631818250046426
adik,2.8500846298379585
adil,1.279247355751921
adira,1.5453608098602813
adiwahana,0.30150856998723785
adiyatra,0.2469678386058353
adlah,0.7108949682186417
adlh,0.5515138103651664
adm,3.968769220238385
admi,0.47637166530443836
admin,45.86197704890054
adminbaristawaiterpemegangan,0.6560601247697094
admind,0.3898813473123048
admingmn,0.3249519501142433
adminini,0.2743772664634782
administrasi,7.445721818324699
administtasi,0.36358200434688404
adminkarna,0.3249519501142433
adminknp,0.43188156854561727
adminnn,0.3054615234205791
adminnya,2.169649678611016
adminsaya,0.570189732345658
adminstafnya,0.5369442955911249
admint,0.8897618584734389
adminthank,0.2908632277886473
admintolong,0.3812807220190438
adminuntuk,0.4028562449500217
adminya,1.0053305694042995
admistrasi,1.0
adnya,1.1687494883267686
adobe,0.3983619787172989
adolina,0.16981182960843078
adopsi,0.30430136575517824
ads,0.43905710536310555
adsensetapi,0.37832917366020874
adu,1.8313608997297912
aduh,4.265488335066386
aduhh,0.5593366583370041
aduhhh,0.9143232766594092
aduk,0.9529420094431508
aduksemua,0.2549601443949546
aduuh,0.5082580223635481
aduuuuhhhh,0.39105183454133785
advertiser,0.6375952884023223
advokat,0.7625408899785979
ae,2.478456063868147
aegari,0.31733537267643636
aemakin,0.44128658051245867
aemoga,0.8189113621993964
aep,0.16981182960843078
afdling,0.16981182960843078
affair,1.1000914965356219
affairs,0.6062592704973745
affiliate,0.2207765530029047
afiliasi,0.2602146373505425
afk,2.4721760042161205
aflikasi,3.360337683990044
aflikasinnya,0.4690961221213857
after,5.280787716638168
afternoon,0.47473805890888066
ag,0.6112540687628958
aga,3.4790511343506827
again,3.0128520717356353
agains,0.3676937858794948
agajn,0.25973724557433575
agam,3.6402345048183005
agama,0.3165231477238638
agan,0.4856675560344988
agat,0.7957912931159532
agen,0.8437495956796892
agens,0.5502512266729811
agent,1.3543092931585936
agentagent,0.4205524560898262
ageung,0.36462432738788364
agree,1.0
agrisaranaprobescotrakindounited,0.16510356680013505
agro,0.9940573652847191
agronomi,0.4430173679616426
agronomy,0.32262281716819047
agung,0.21110762868013302
agus,2.95411980258247
agust,0.22489557305430122
agustus,2.415756794714847
ah,11.09728506798364
ahahaahha,1.0
ahay,1.0
ahead,0.22955743751175747
ahh,2.6983198494293577
ahhaa,0.4800616889442707
ahhaha,0.6179715786329828
ahhh,2.8098499973878277
ahhhh,0.9621512884956487
ahirnya,0.6602925677967095
ahli,49.56719842977101
ahmad,0.7131269541063431
ahribet,0.2950880360316327
ai,0.6725811208168796
aikasi,0.7836382806023995
ain,0.3600028148088745
aing,1.6306082714145071
aininazela,1.0
air,2.186800179488409
aitulah,0.21438223281801994
aj,12.83110960646885
aja,245.24519002498764
ajaa,1.2453142907030181
ajaaa,0.18876498021340818
ajaaaa,0.6093570791794376
ajaapakah,0.4932981436195893
ajabahaya,0.2256145052968882
ajadah,0.8782497026627385
ajag,0.559730829965124
ajah,11.506769210193518
ajaib,2.1682470887404053
ajaibkita,0.201201594867718
ajajadi,0.13628621484642725
ajajadinya,0.24630285913103467
ajak,2.4421708236618027
ajakalau,0.28021836526648486
ajakin,0.3149783132300034
ajakurang,0.5047961165535264
ajalowongannyadan,0.34394115618821436
ajamantap,0.558877115396711
ajamencari,0.2441380109699005
ajanamanya,0.24802756053081648
ajang,3.1199450432248392
ajanyamakin,0.4400138226959262
ajapadahal,0.2908632277886473
ajaparah,0.36231179774514427
ajaplikasi,0.29189989012492984
ajar,12.324580072848988
ajaresume,0.29440292798342454
ajarin,0.3837095764899451
ajasaya,0.4964757530397862
ajasemoga,0.7071445170099105
ajaterima,0.28807768751399715
ajatolong,0.4951914639350426
ajatrima,0.4352129299784671
ajaudah,0.4473726960796993
ajauntuk,0.26653858947244125
aje,1.3412051343005262
ajg,2.850704828188675
ajh,9.878169479276874
ajhh,0.4772048154785006
ajib,10.5049604446776
ajibb,1.0
ajibbbbbbbh,1.0
ajig,0.49946327083235487
ajigsngaatttt,0.13644622828198305
ajiibs,1.0
ajip,2.0
ajj,2.9126136324615906
ajja,1.2829424333896498
ajjaa,0.5672764881947379
ajjh,0.9469670906298424
ajjjgg,0.4292857960966627
ajperbaiki,0.6128944814432863
ajq,0.5149977340927766
aju,16.660619595856968
ajukangak,0.4649380286467691
ak,3.3038742736916493
aka,0.4689621398925439
akademis,0.507804067600751
akal,3.1095123740525827
akal2,0.18351131894694792
akal2an,0.7235225082496413
akalin,0.1958589130562068
akaltapi,0.16046824736411505
akan,1.4717809410905276
akap,0.9404424716333936
akar,0.11453047443830272
akatrans,0.5773502691896258
akatransbusinesssite,0.5773502691896258
akbar,0.45157309380933697
akh,1.2879848035764256
akherat,0.2645348132414181
akhir,0.3587689452384621
akhir2,1.7138664958890333
akhirakhir,2.3660698887954457
akhirat,1.990922840947024
akhirny,0.44994332976385537
aki,1.2478856486990872
akibat,2.3990042697436986
akomodasi,2.5788576835346095
akomodatif,1.5940304666481588
akp,0.5773502691896258
akrif,0.23482205656730612
akses,71.18335044499032
aksesibilitas,1.093596804952544
aksi,0.19618536236473097
aksih,0.8888205496230216
aktf,0.35362675345719036
aktif,11.71265553699615
aktifitas,0.4687335214282083
aktifmempunyai,0.30285270939955905
aktiftdk,0.28149469710480196
aktip,0.4083693583383117
aktipitas,0.5475178434537051
aktiv,0.37194079462645774
aktivitas,3.348328382119477
aktu,0.45004613596347426
aktual,11.304648832898684
aktualisasi,0.5612700193854896
aku,3.799786600341451
akuin,0.32212475875881924
akun,106.15430922294675
akunakunku,0.1837824057615449
akunga,0.3854168962778167
akunmau,0.5110973800297275
akunpenipu,0.4372920300508144
akunsudah,0.2743772664634782
akunt,0.33931457876360377
akuntan,0.5035790654524421
akuntansi,0.8235674466708649
akurasi,3.5086621248614676
akurasinyaaaa,0.6900886522369475
akurat,135.97903129551753
akuratbenar2,0.7012526297399655
akuratdan,0.9458895645674487
akurate,0.9099358327680507
akuratno,0.6642573974373985
akuratsemoga,0.6142425166003067
akutu,0.6569310683993095
akuuh,0.3949486512309586
al,3.2991542230382054
ala,0.9937417526691261
alaamiin,0.462425052005834
alah,0.759113218988008
alahmduliah,0.4640969391864819
alalloh,0.5058397631812998
alam,127.43819075839923
alamat,35.37695764283757
alamatny,0.3314891961902916
alami,9.342076610714109
alamiin,0.42919963990785903
alamin,2.754624929753099
alamt,0.1707198159398982
alangkah,3.1030898779082294
alas,11.62965394630983
alasana,0.292269994518846
alasanya,0.8948347419361249
alat,2.807461503022179
alchamdulillah,1.0
alert,0.39129299108839727
alesan,0.21376160437425237
alesannya,1.6828176682700182
alf,0.5657732072568914
alfaria,0.7666556501669357
algoritma,0.5932090322949766
alhamdllah,1.353670126895222
alhamdllh,0.5610250958215935
alhamdulilaah,1.0
alhamdulilah,26.746918231387944
alhamdulilahberkat,0.9366088268932904
alhamdulillaaah,0.7798710888667779
alhamdulillaah,3.775588348234706
alhamdulillah,210.3800622212878
alhamdulillahdengan,1.3816338801959345
alhamdulillahh,2.2731794345699883
alhamdulillahjobstreet,0.9751728201015223
alhamdulillahmencari,0.34542287792362747
alhamdulillahsangat,0.8461104024669124
alhamdulillahtolong,0.5348143013105539
alhamdullilah,2.372786257824955
alhamdullillah,0.9751728201015223
alhamdulllilah,0.8802670282181706
alhasil,4.057905797908915
alhdllah,0.31011892521184675
alhmdlah,0.9185333695530302
alhmdlh,0.8692234837094532
alhmdllh,1.6210800419450688
alhmdulilaah,0.4780511704463188
alhmdulilah,3.4584514251789624
alhmdulillah,1.1790536410149348
alhndulilah,0.3707025746147897
ali,0.252936874614712
alias,8.33656869571823
alibicukup,0.30183905392533045
alih,8.93229612354709
alih2,0.21488939154208977
alihin,1.5228780151877905
alikasi,0.6913755340687244
alikasinya,0.3992463416184768
alike,0.1277228312462929
alir,0.5266947007652802
alkhamdulillah,1.518327090137591
all,16.340180760049737
allaaammiiinnnnn,0.35645026375530325
allaah,0.4069266508472083
allah,58.336707244957076
allahhh,0.35645026375530325
allahu,0.45157309380933697
allahuakbar,0.7026050147395115
allahuma,1.0924177097125205
allahumma,1.3072136902731133
allaikum,0.7071067811865476
allamdullilah,0.700147043417519
allamien,0.5256631984407419
allhamdillah,0.5124778559743821
allhamduliah,0.7706010490390928
allhamdulilah,1.0
allhamdulillaah,1.0
allhamdulillah,5.047084487493368
allhamdullilah,0.5449878352958714
allhamndullilah,0.84925645749843
allhasil,0.4488984915748829
allhmdulillah,0.6888026602758366
allhuma,0.6058305181423151
allikasinya,0.7001557888830836
alloh,6.704919408046377
allowed,0.2160117696791037
almat,0.7281627614184009
almost,0.34155905017919125
almt,0.35556521303452343
alot,2.7112485624081617
alpikasi,1.4178893950387592
alplikasi,0.667877826817598
already,0.39912221593573105
also,1.2921212996976914
alternatif,1.460830467273581
although,0.5492825158040416
alu,0.6447087639003121
alumina,0.18532288974111888
alumnideadwoodbekasi,0.6398030222587373
alur,0.7024186170934997
alus,3.4838834959479623
alussssss,1.0
alvita,0.16713516750233978
alwaus,0.5460561916450651
always,13.910005168202765
alwayz,1.0
am,5.636927299123136
ama,3.8046074415549627
amaaanmantap,1.0
amad,0.49091103146394016
amaizing,1.6942260959103117
amal,7.462803670540298
aman,45.67649603998178
aman2,0.4400138226959262
amanah,33.523215467738595
amanahaamiin,0.7242329140369155
amanahhhhh,0.9493320092318044
amanaman,0.1976491545527324
amanat,0.5946568598271808
amanin,0.27000587981512914
amansukses,0.6836912132150522
amasik,0.5162886150556387
amat,2.126618997858669
amatbenerin,0.5591382553189278
amatir,0.40590876838748374
amatt,0.25349995439072975
amazing,41.11574439947223
amazinggg,1.0
amazinggood,0.949881003993735
amazingit,0.2761895825795673
amazingly,2.0
ambang,0.2757152735188055
ambay,1.0
ambigu,0.2675759851695751
ambil,7.1765667288519674
ambl,0.1625183400856575
ambonnya,0.4142507184154798
ambruk,0.2241763591180399
amburadul,0.9157311523779469
ambyarrr,0.2549601443949546
amdk,0.5916796732054929
ameen,0.4484830483883678
amerika,0.42503950512750555
amet,0.557893598267165
amien,2.6082088867836783
amigoo,0.7071067811865476
amiien,0.8673185656272491
amiiiin,1.1888342583128484
amiiin,6.571289441345975
amiiinn,0.8532002580361582
amiiinnn,0.8121141004459776
amiin,29.340390199435497
amiinn,7.233539464558664
amiinnn,2.658167590067114
amin,147.54878483860122
amin3x,0.6324419425866687
amin40x,0.6667352574979517
aminn,25.30778517267792
aminnn,12.100455823902498
aminnnn,4.038140818442546
aminnnnn,1.708059482131628
aminnnnnnn,0.6403443179404201
amir,0.513502944012995
amit,1.0
amman,0.6437086842784281
ammiien,0.6312117006598498
ammiin,0.885156965868533
ammin,0.6329785858376343
among,0.685330534992435
ampas,1.655382744046837
ampay,0.6166000925925704
ampe,4.134274799832986
ampir,0.31156580266114753
amplikasi,5.07055148480812
amplikasinya,1.6312266642059519
amplop,4.878987089296445
ampuh,2.26962191422064
ampun,5.141294532082282
ampunnn,0.5196150867168471
ampuuun,0.2935345898705178
ampuuuunnnn,0.39105183454133785
ampyun,0.551193079993031
amun,0.4757579962801348
an,32.02348817130372
an73nk,0.36416998439020487
ana,1.4635646784996408
anada,0.23980240584389734
anak,21.463311923817297
anak2,1.9743441128184869
anal,0.4148646334914068
analis,0.8091144845562693
analisa,0.8080572125043288
analisis,0.2456176653100285
analyse,0.16234268163756663
analyst,0.25608491701665326
ancam,0.3028291059464303
ancolthe,0.19702519595128265
ancur,2.135665750070822
and,94.02271463942661
anda,2.0685062888228107
andaanda,0.7312998757748753
andai,0.4761279437365208
andaikata,0.8007258806036075
andaitu,0.2631994427610779
andal,23.338907675883974
andapdahl,0.4807494590776709
andelin,0.5673765342961513
android,11.070042769546296
androidnya,0.5103026820511662
ane,6.539041162615682
aneeh,0.5324416679007337
aneehhhh,0.6073431305903205
aneh,47.93792774274181
aneh2,0.7593705405321352
anehh,0.4472189162929244
anehhh,0.7544495601889956
anehhhhh,1.076845114137897
anehjurusan,0.3497840138486419
anehselalu,0.4305499996744737
anehsuka,0.37642900617298014
aneka,0.6317196441600365
angak,0.3382583344608439
angan,0.5561206468155193
anggap,2.2672496120422565
anggar,0.510916609140666
anggaranpengeluaran,0.5206573806984723
anggota,1.3728560255788138
anggur,105.18772032584647
angka,10.055590104800658
angkah,0.3421737205551416
angkapas,0.2722736881325694
angkat,2.9878884350078185
angkatrmksh,0.29615337366970124
angkutcounter,0.30285270939955905
angrindo,0.35032280508793173
angsur,0.6302896708848212
ani,0.32899098347589567
animasi,0.32323294215289977
animator,0.5289804948188399
anj,1.3317433909833714
anjay,1.2886761684341095
anjeng,1.0
anjengggbanyak,0.5566203655048467
anjer,0.52105594901365
anjg,0.6749199926630871
anjimmm,0.3321413651502823
anjin,0.2617019835854464
anjing,6.850459760846007
anjir,3.4305848078648813
anjirr,1.1710554341407193
anjlok,0.26069681583955406
anjng,0.9401379487643953
annoying,0.30196237142242544
anonim,2.7156749789194228
another,0.9200329644303167
